Sitename Sitenum Atlantic Current longitude latitude ShellBreadth ShellHeight Columella ApertureWidth ApertureLength Proportionality Circularity Spireheight N.Telochonc.Whorls N.Protochonch.Whorls Whorl.First.Primary N.Primary.Whorls Whorl.Axial.Striae Whorl.Secondary.Groove Regularity.Secondary.Groove Whorl.Tertiary.Groove Whorl.Spiral.Striae Columella.Color Columella.Morphology
Principe 36 East NorthEqu -8 3 6.8 8.5 0.6 4.4 4.9 1.25 0.90 1.73 6 0 2 3 1 4 0 6 0 0 0
Principe 36 East NorthEqu -8 3 7.7 10.7 0.7 5 6.3 1.39 0.79 1.70 6 2 2 4 2 4 0 6 0 0 0
Gabon 37 East NorthEqu -10 -2 11.6 16.1 1.2 6.5 8.9 1.39 0.73 1.81 7 0 3 3 1 4 0 6 7 0 0
Gabon 37 East NorthEqu -10 -2 20.7 29 2.2 11.6 15.1 1.40 0.77 1.92 7 0 1 5 1 4 1 6 0 0 1
Gabon 37 East NorthEqu -10 -2 14.2 19.3 1.3 8 11.5 1.36 0.70 1.68 7 2 1 2 1 4 0 5 6 0 1
Gabon 37 East NorthEqu -10 -2 12.1 16.7 1.3 6.7 9.3 1.38 0.72 1.80 7 2 1 3 1 3 0 5 5 0 0
Gabon 37 East NorthEqu -10 -2 19.6 27.6 2.6 11.7 15.1 1.41 0.77 1.83 7 0 2 6 1 5 0 6 0 0 0
Gabon 37 East NorthEqu -10 -2 15.3 22.6 1.6 9.3 12.8 1.48 0.73 1.77 6 0 1 7 2 3 0 6 0 0 0
Nigeria 38 East NorthEqu -5 5 8.9 11.4 0.9 5.1 7.4 1.28 0.69 1.54 6 0 2 3 1 3 0 6 6 0 0
Nigeria 38 East NorthEqu -5 5 8.6 11.6 1 4.8 7.2 1.35 0.67 1.61 6 0 2 4 2 4 0 5 6 0 0
Nigeria 38 East NorthEqu -5 5 10 13.8 1.2 6 8 1.38 0.75 1.73 7 0 2 3 2 4 0 7 7 0 0
Nigeria 38 East NorthEqu -5 5 9.3 12 1.4 5.1 7.5 1.29 0.68 1.60 6 0 1 4 1 3 0 6 0 0 0
Nigeria 38 East NorthEqu -5 5 7.8 10.3 1 5 6.5 1.32 0.77 1.58 6 0 3 5 2 5 0 0 0 0 0
Nigeria 38 East NorthEqu -5 5 10.1 13.5 1.2 6.1 8.1 1.34 0.75 1.67 6 0 2 4 2 4 0 6 6 0 0
Nigeria 38 East NorthEqu -5 5 10.7 14.3 1.2 6.6 7.9 1.34 0.84 1.81 7 0 2 4 2 5 0 7 0 0 0
Nigeria 38 East NorthEqu -5 5 7.8 10.7 1.2 4.6 6.6 1.37 0.70 1.62 6 0 2 3 1 5 0 0 6 0 0
Sleone 39 East NorthEqu 14 8 18.5 24.9 2.3 10.9 14.5 1.35 0.75 1.72 6 0 1 4 1 4 0 0 0 0 0
Sleone 39 East NorthEqu 14 8 13.4 18.7 1.3 8.3 11 1.40 0.75 1.70 7 0 3 5 2 5 0 7 0 0 0
Sleone 39 East NorthEqu 14 8 17.5 24.4 2.7 10.7 13.9 1.39 0.77 1.76 6 0 1 6 1 4 0 6 0 0 0
Sleone 39 East NorthEqu 14 8 8 10.2 0.7 4.6 6.2 1.28 0.74 1.65 6 2 1 3 1 3 0 6 4 0 0
Sleone 39 East NorthEqu 14 8 7.4 9.3 1 4.3 6.1 1.26 0.70 1.52 6 0 2 2 1 4 0 6 5 0 0
Sleone 39 East NorthEqu 14 8 9.2 11.8 1 5.3 7.2 1.28 0.74 1.64 7 0 2 5 1 4 0 6 6 0 0
Sleone 39 East NorthEqu 14 8 7 9 0.7 3.9 5.5 1.29 0.71 1.64 6 0 2 4 2 4 0 6 5 0 0
Sleone 39 East NorthEqu 14 8 6.7 9.1 0.7 3.7 5.4 1.36 0.69 1.69 6 0 3 5 1 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 8.4 11.1 1.2 5 6.7 1.32 0.75 1.66 6 2 3 4 3 5 0 0 0 0 0
Sleone 40 East NorthEqu 14 8 8.3 11.6 1 4.6 6.3 1.40 0.73 1.84 6 3 2 4 1 3 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 10.1 13.4 1.2 6 7.7 1.33 0.78 1.74 6 0 3 4 1 4 0 0 0 0 0
Sleone 40 East NorthEqu 14 8 7.5 10.2 0.5 4.2 5.8 1.36 0.72 1.76 6 2 2 3 1 3 0 6 0 0 0
Sleone 40 East NorthEqu 14 8 7.2 10.2 0.7 4 5.9 1.42 0.68 1.73 6 2 3 7 1 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 8.4 11.5 0.8 4.5 6.5 1.37 0.69 1.77 7 3 2 5 1 5 0 7 5 0 0
Sleone 40 East NorthEqu 14 8 8.2 11.5 0.8 4.9 6.7 1.40 0.73 1.72 7 3 3 3 2 4 0 7 5 0 0
Sleone 40 East NorthEqu 14 8 6.9 9.5 0.5 4.1 5.6 1.38 0.73 1.70 6 3 3 6 1 5 0 0 6 1 0
Sleone 40 East NorthEqu 14 8 9 12.5 1.1 5.1 7.1 1.39 0.72 1.76 7 3 3 5 2 5 1 7 6 0 0
Sleone 40 East NorthEqu 14 8 6.9 9.1 1.5 4.1 5.5 1.32 0.75 1.65 6 3 3 5 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 8.8 12.3 0.8 4.7 6.8 1.40 0.69 1.81 7 2 3 4 1 6 0 7 6 1 0
Sleone 40 East NorthEqu 14 8 8.5 11.9 1.1 4.6 6.6 1.40 0.70 1.80 6 2 3 8 1 5 0 0 0 0 0
Sleone 40 East NorthEqu 14 8 8.8 11.9 0.6 5.2 7.1 1.35 0.73 1.68 7 3 2 3 1 3 0 7 0 0 0
Sleone 40 East NorthEqu 14 8 8 10.3 0.7 4.8 6.4 1.29 0.75 1.61 6 3 3 4 1 4 0 0 0 0 0
Sleone 40 East NorthEqu 14 8 8.4 10.8 0.9 5.2 6.4 1.29 0.81 1.69 6 3 2 4 2 5 0 0 0 0 0
Sleone 40 East NorthEqu 14 8 7.5 10.4 0.7 4.6 5.9 1.39 0.78 1.76 6 3 3 6 2 5 1 6 0 0 0
Sleone 40 East NorthEqu 14 8 7.9 10.4 1 4.9 5.8 1.32 0.84 1.79 6 3 2 3 2 4 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 7.4 10 0.8 4.3 5.8 1.35 0.74 1.72 5 0 2 3 3 4 0 5 0 0 0
Sleone 40 East NorthEqu 14 8 7.4 10.6 0.7 4.3 5.7 1.43 0.75 1.86 6 3 4 6 1 4 0 6 0 0 0
Sleone 40 East NorthEqu 14 8 7.2 9.5 0.7 4.3 5.7 1.32 0.75 1.67 6 3 3 6 2 5 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 4.3 5.8 0.1 2.1 3.3 1.35 0.64 1.76 6 2 2 2 2 6 0 0 6 0 0
Sleone 40 East NorthEqu 14 8 8.8 12.2 0.5 5.1 7.1 1.39 0.72 1.72 7 0 3 4 2 4 0 6 7 0 0
Sleone 40 East NorthEqu 14 8 8 10.9 0.7 4.3 6.2 1.36 0.69 1.76 7 0 4 4 3 5 0 7 0 0 0
Sleone 40 East NorthEqu 14 8 8.8 11.4 0.8 5.2 7.1 1.30 0.73 1.61 6 3 3 6 1 4 0 6 0 0 0
Sleone 40 East NorthEqu 14 8 7.8 10.3 0.8 5.1 6.2 1.32 0.82 1.66 6 3 2 4 2 3 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 7.7 11.3 0.8 4.4 6.2 1.47 0.71 1.82 7 0 3 7 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 6.5 8.5 0.6 3.8 5.2 1.31 0.73 1.63 6 0 2 4 2 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 8.6 11.8 1 4.8 6.4 1.37 0.75 1.84 7 3 2 3 2 4 0 7 0 0 0
Sleone 40 East NorthEqu 14 8 8 11 1 4.7 6.5 1.38 0.72 1.69 7 2 3 4 2 5 0 7 6 0 0
Sleone 40 East NorthEqu 14 8 7.2 9.7 0.9 4.2 5.7 1.35 0.74 1.70 6 3 3 6 2 5 1 6 0 0 0
Sleone 40 East NorthEqu 14 8 7.3 9.4 0.9 4.4 5.7 1.29 0.77 1.65 6 3 2 3 1 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 7.6 10.2 0.9 4 5.9 1.34 0.68 1.73 6 2 2 4 1 4 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 7.7 10.7 0.9 4.5 6.1 1.39 0.74 1.75 6 2 3 4 2 4 0 6 4 0 0
Sleone 40 East NorthEqu 14 8 8 11.4 0.6 4.3 6.3 1.43 0.68 1.81 7 2 3 5 2 5 0 7 6 0 0
Sleone 40 East NorthEqu 14 8 8 11 0.7 4.5 6.1 1.38 0.74 1.80 7 3 3 7 1 5 0 7 7 0 0
Sleone 40 East NorthEqu 14 8 6.8 9.3 0.8 4 5 1.37 0.80 1.86 6 0 3 6 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 6.9 9.5 0.5 4.1 5.5 1.38 0.75 1.73 6 3 4 6 2 5 0 6 5 1 0
Sleone 40 East NorthEqu 14 8 6.5 8.6 0.4 3.3 4.9 1.32 0.67 1.76 6 2 3 5 1 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 7.3 9.6 0.6 4.1 5.8 1.32 0.71 1.66 6 2 3 6 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 7.3 9.7 0.7 3.8 5.7 1.33 0.67 1.70 6 2 3 7 2 5 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 7.9 10.4 0.7 4.5 6 1.32 0.75 1.73 6 2 2 3 2 5 0 6 0 0 0
Sleone 40 East NorthEqu 14 8 7.2 9.9 0.8 4.5 6.2 1.38 0.73 1.60 6 2 3 5 2 5 0 6 0 0 0
Sleone 40 East NorthEqu 14 8 7.3 10 0.5 4.5 5.7 1.37 0.79 1.75 7 2 4 7 2 6 0 7 0 0 0
Sleone 40 East NorthEqu 14 8 8.4 9.3 0.5 4.4 5.4 1.11 0.81 1.72 6 3 3 6 2 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 7.3 11.4 0.7 4.7 6.5 1.56 0.72 1.75 7 0 3 6 2 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 8.2 10.1 0.5 3.5 5.7 1.23 0.61 1.77 6 2 3 4 2 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 7.1 10.8 0.6 4.2 6.2 1.52 0.68 1.74 7 2 3 4 2 6 0 7 7 0 0
Sleone 40 East NorthEqu 14 8 6.5 9.3 0.8 4.2 5.7 1.43 0.74 1.63 6 0 3 5 2 4 0 6 4 0 0
Sleone 40 East NorthEqu 14 8 5.9 8.9 0.6 4.1 5.3 1.51 0.77 1.68 6 3 3 6 2 4 0 5 0 0 0
Sleone 40 East NorthEqu 14 8 5.9 7.6 0.4 3 4.6 1.29 0.65 1.65 5 2 2 4 1 3 0 5 0 0 0
Sleone 40 East NorthEqu 14 8 5.3 6.8 0.5 2.7 4.2 1.28 0.64 1.62 5 0 3 7 2 4 0 5 5 0 0
Sleone 40 East NorthEqu 14 8 8.2 11.2 0.8 4.8 6.4 1.37 0.75 1.75 6 2 3 6 2 4 0 5 6 0 0
Sleone 40 East NorthEqu 14 8 7.5 10 0.8 4.4 5.8 1.33 0.76 1.72 6 3 3 6 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 7.4 9.6 0.5 4 5.7 1.30 0.70 1.68 6 3 3 5 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 7.7 10.4 0.6 4 5.9 1.35 0.68 1.76 6 0 3 4 3 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 7.1 9.2 0.5 3.8 5.4 1.30 0.70 1.70 6 3 2 2 2 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 6.7 9.5 0.8 3.8 5.4 1.42 0.70 1.76 7 3 4 6 2 5 0 7 6 0 0
Sleone 40 East NorthEqu 14 8 7.3 9.7 0.7 4.1 5.7 1.33 0.72 1.70 6 3 3 8 2 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 7.5 10.3 0.6 4.1 6 1.37 0.68 1.72 7 3 4 5 2 5 0 6 7 0 0
Sleone 40 East NorthEqu 14 8 6.8 9.3 0.7 4.1 5.3 1.37 0.77 1.75 6 3 3 6 2 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 5.8 8 0.5 3.2 4.4 1.38 0.73 1.82 6 3 3 4 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 5.7 7.6 0.4 3.3 4.4 1.33 0.75 1.73 6 2 3 5 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 5.2 6.7 0.5 2.7 3.7 1.29 0.73 1.81 5 2 2 4 1 4 0 0 4 0 0
Sleone 40 East NorthEqu 14 8 4.4 5.8 0.2 2.4 3.4 1.32 0.71 1.71 5 2 3 5 1 4 0 0 5 0 0
Sleone 40 East NorthEqu 14 8 3.8 4.9 0.2 2 2.9 1.29 0.69 1.69 5 3 3 4 1 3 0 5 4 0 0
Sleone 40 East NorthEqu 14 8 3.1 4.1 0.1 1.7 2.4 1.32 0.71 1.71 5 2 3 4 3 5 0 0 0 0 0
Sleone 40 East NorthEqu 14 8 11.6 15.5 2.2 6.7 8.8 1.34 0.76 1.76 6 0 2 6 1 4 0 6 0 0 0
Sleone 40 East NorthEqu 14 8 8.4 11.3 1.5 4.7 6.7 1.35 0.70 1.69 6 2 2 2 2 5 0 6 6 0 0
Sleone 40 East NorthEqu 14 8 8.1 10.8 0.9 4.9 6.5 1.33 0.75 1.66 6 3 2 5 1 4 0 6 5 0 0
Sleone 40 East NorthEqu 14 8 8.6 11 1.4 5 6.6 1.28 0.76 1.67 6 2 3 4 2 5 0 6 4 0 0
Sleone 40 East NorthEqu 14 8 9.1 11.5 0.7 4.8 6.3 1.26 0.76 1.83 6 0 3 6 2 5 0 0 0 0 0
Sleone 40 East NorthEqu 14 8 8.6 11.4 1 5.3 6.5 1.33 0.82 1.75 7 3 3 3 2 4 0 7 0 0 0
Ghana 41 East NorthEqu 2 5 7.3 9.8 0.8 3.9 5.9 1.34 0.66 1.66 6 3 3 4 1 4 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 8.7 12 0.8 4.8 6.7 1.38 0.72 1.79 6 2 2 5 1 3 0 5 3 0 0
Ghana 41 East NorthEqu 2 5 8.8 12.4 0.8 5 6.7 1.41 0.75 1.85 6 2 2 5 1 4 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 8.5 12.3 0.7 4.7 6.5 1.45 0.72 1.89 6 0 2 6 1 3 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 7.2 10 0.7 4.3 5.6 1.39 0.77 1.79 6 0 2 4 1 3 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 7.1 9.6 0.6 4.3 5.9 1.35 0.73 1.63 6 0 2 4 1 5 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 8.4 11.9 1 5 6.8 1.42 0.74 1.75 6 2 2 2 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.5 9.4 0.6 3.4 5.2 1.45 0.65 1.81 6 3 3 7 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.6 10 0.9 4.5 6.1 1.32 0.74 1.64 6 0 1 4 1 5 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.1 10.2 0.7 4.3 5.6 1.44 0.77 1.82 6 3 2 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 8 11.2 0.5 4.3 6.1 1.40 0.70 1.84 6 3 1 3 1 4 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 6.8 9.7 0.8 3.7 5.6 1.43 0.66 1.73 6 3 1 3 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.1 9.8 0.8 4.1 5.7 1.38 0.72 1.72 6 2 1 3 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7 9.8 0.7 3.6 5.5 1.40 0.65 1.78 6 3 1 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.5 8.5 0.8 3.4 5 1.31 0.68 1.70 6 2 1 3 1 5 0 5 6 0 0
Ghana 41 East NorthEqu 2 5 6.4 8.4 0.6 3.6 5 1.31 0.72 1.68 6 3 2 4 1 4 0 5 0 0 0
Ghana 41 East NorthEqu 2 5 7.7 10.9 0.8 4.5 6 1.42 0.75 1.82 6 3 3 4 1 4 0 5 6 0 0
Ghana 41 East NorthEqu 2 5 6.2 8.5 0.4 3.5 4.9 1.37 0.71 1.73 6 2 3 5 2 5 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 6.5 8.8 0.7 3.2 5.1 1.35 0.63 1.73 6 3 3 5 2 4 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 7.2 9.8 0.8 4 5.6 1.36 0.71 1.75 6 2 3 6 1 5 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.5 10.6 1.1 4.4 6 1.41 0.73 1.77 6 2 2 4 2 5 0 6 5 1 0
Ghana 41 East NorthEqu 2 5 6.7 9.5 0.8 4.2 5.6 1.42 0.75 1.70 6 3 2 3 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.8 9.9 0.6 3.7 5.3 1.46 0.70 1.87 6 3 1 3 1 3 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 7.3 10 0.7 4.1 5.8 1.37 0.71 1.72 6 2 2 4 1 3 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 5.4 7.4 0.6 3.3 4.3 1.37 0.77 1.72 5 3 2 6 2 4 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 7.4 10.5 0.7 4.1 5.7 1.42 0.72 1.84 6 3 2 7 1 3 0 5 6 1 0
Ghana 41 East NorthEqu 2 5 6.7 9.4 0.9 3.5 5 1.40 0.70 1.88 6 3 3 5 1 5 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 8.6 11.6 0.9 5 7 1.35 0.71 1.66 6 2 1 3 1 3 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.5 10.1 0.9 4.8 5.9 1.35 0.81 1.71 6 2 2 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.2 8.7 1 3.7 5.1 1.40 0.73 1.71 6 2 3 5 2 5 0 6 5 1 0
Ghana 41 East NorthEqu 2 5 8 11 1.1 4.6 6.2 1.38 0.74 1.77 6 2 2 6 1 4 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 7.2 9.8 0.9 3.8 5.5 1.36 0.69 1.78 6 3 1 3 1 3 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.2 9.8 0.8 3.9 5.4 1.36 0.72 1.81 6 3 1 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.5 8.9 0.5 3.8 5.1 1.37 0.75 1.75 6 3 3 4 2 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.6 10.7 0.7 4.6 5.8 1.41 0.79 1.84 6 2 2 4 2 4 0 6 4 0 0
Ghana 41 East NorthEqu 2 5 7.8 11.3 1 4.3 6 1.45 0.72 1.88 7 3 2 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.8 10.8 0.7 4.3 6.1 1.38 0.70 1.77 6 0 1 3 1 3 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.4 10.1 0.8 3.9 6 1.36 0.65 1.68 6 2 2 5 2 4 0 6 6 1 0
Ghana 41 East NorthEqu 2 5 7.1 10.5 0.9 4.1 5.8 1.48 0.71 1.81 6 0 1 2 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.3 9.5 0.4 4.2 6.1 1.30 0.69 1.56 6 2 2 5 2 3 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.1 7.8 0.3 3.3 4.8 1.28 0.69 1.63 5 3 2 6 1 4 0 0 5 1 0
Ghana 41 East NorthEqu 2 5 6.1 8.1 0.6 3.2 4.9 1.33 0.65 1.65 6 2 2 3 2 5 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 5.9 8.1 0.5 3.5 4.8 1.37 0.73 1.69 6 2 2 4 2 4 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 7.3 10 0.4 4.2 5.9 1.37 0.71 1.69 6 3 2 5 1 5 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.9 9.5 0.8 3.6 5.4 1.38 0.67 1.76 6 0 2 2 2 4 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 6 8 0.7 3.4 4.9 1.33 0.69 1.63 5 3 1 3 1 4 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 6.2 8.5 0.8 3.7 4.9 1.37 0.76 1.73 6 2 3 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7 9.3 0.9 4 5.6 1.33 0.71 1.66 6 2 1 3 1 3 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 6.7 9.8 0.7 4.1 5.3 1.46 0.77 1.85 6 3 1 3 1 4 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 6.3 9.1 0.8 3.8 5.1 1.44 0.75 1.78 6 2 1 5 1 3 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 5.8 7.8 0.3 3.3 4.8 1.34 0.69 1.63 5 3 1 2 1 3 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 5.5 7.4 0.6 3.1 4.3 1.35 0.72 1.72 5 2 2 5 1 4 0 0 5 0 0
Ghana 41 East NorthEqu 2 5 5.2 6.8 0.7 3.1 4.2 1.31 0.74 1.62 6 3 1 4 1 3 0 6 3 1 0
Ghana 41 East NorthEqu 2 5 6.7 9.3 0.8 3.8 5.1 1.39 0.75 1.82 6 3 2 5 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.8 10.9 0.9 4.2 5.8 1.40 0.72 1.88 7 2 3 7 1 6 0 7 7 0 0
Ghana 41 East NorthEqu 2 5 6.8 9.2 0.9 4.3 5.5 1.35 0.78 1.67 6 3 1 4 1 3 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 6.9 9.2 0.9 4 5.8 1.33 0.69 1.59 6 0 1 3 1 3 0 5 4 1 0
Ghana 41 East NorthEqu 2 5 6.5 9 0.6 3.2 5 1.38 0.64 1.80 6 3 2 5 1 4 0 6 4 0 0
Ghana 41 East NorthEqu 2 5 6.8 9.6 0.8 4 5.4 1.41 0.74 1.78 6 2 2 3 1 4 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 6.1 8.5 0.3 3.8 4.9 1.39 0.78 1.73 6 3 1 5 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.4 8.7 0.5 3.7 4.8 1.36 0.77 1.81 6 3 1 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.9 11.4 0.8 3.9 5.8 1.44 0.67 1.97 6 3 1 4 1 4 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 6.2 8.5 0.7 3.6 5.2 1.37 0.69 1.63 6 2 1 5 1 3 0 5 4 1 0
Ghana 41 East NorthEqu 2 5 7.7 11 0.7 4.5 5.9 1.43 0.76 1.86 7 2 2 4 1 5 0 6 6 0 0
Ghana 41 East NorthEqu 2 5 5.6 7.6 1 3.4 4.6 1.36 0.74 1.65 5 3 1 4 1 3 0 4 4 0 0
Ghana 41 East NorthEqu 2 5 8.4 11.9 0.9 5.1 6.7 1.42 0.76 1.78 6 3 1 4 1 3 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 6.9 8.9 0.7 3.7 5.3 1.29 0.70 1.68 6 3 1 4 1 4 0 6 4 1 0
Ghana 41 East NorthEqu 2 5 5.5 7.4 1.1 2.8 4.3 1.35 0.65 1.72 5 3 2 6 1 4 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 5.7 7.7 0.7 3.2 4.3 1.35 0.74 1.79 6 3 2 3 2 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.8 9.6 1 3.9 5.6 1.41 0.70 1.71 6 2 2 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.3 8.4 0.8 3.5 4.7 1.33 0.74 1.79 6 3 2 4 1 3 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.8 9.3 1.4 3.6 5.7 1.37 0.63 1.63 5 3 2 4 1 4 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 5.8 7.7 0.7 3.2 4.5 1.33 0.71 1.71 5 2 2 4 1 4 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 6.8 9.3 0.8 3.7 5.4 1.37 0.69 1.72 6 3 2 6 2 4 0 6 4 0 0
Ghana 41 East NorthEqu 2 5 6.3 8.5 0.7 3.7 4.9 1.35 0.76 1.73 6 0 1 3 1 3 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.9 9.3 0.6 3.85 6 1.35 0.64 1.55 6 2 2 4 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 6.3 8.9 0.6 4 5.1 1.41 0.78 1.75 6 2 3 4 2 4 0 6 0 0 0
Ghana 41 East NorthEqu 2 5 6.1 8.5 0.4 3.5 5 1.39 0.70 1.70 6 0 2 4 1 4 0 5 0 0 0
Ghana 41 East NorthEqu 2 5 7.5 10.8 0.7 4.1 5.9 1.44 0.69 1.83 6 2 1 3 1 4 0 5 4 1 0
Ghana 41 East NorthEqu 2 5 7.4 10 0.8 4 5.4 1.35 0.74 1.85 6 2 1 2 1 4 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 6.7 8.8 0.8 3.6 5.2 1.31 0.69 1.69 6 3 1 4 1 3 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.9 10.9 0.7 4.1 6.1 1.38 0.67 1.79 6 2 2 4 2 5 0 6 5 1 0
Ghana 41 East NorthEqu 2 5 6.8 9.4 1 4 5.5 1.38 0.73 1.71 6 2 1 5 1 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 2.8 3.7 0.1 1.8 2.3 1.32 0.78 1.61 4 3 1 4 1 3 0 0 0 0 0
Ghana 41 East NorthEqu 2 5 6.2 8.5 0.7 3.1 5 1.37 0.62 1.70 6 3 2 2 1 3 0 6 5 1 0
Ghana 41 East NorthEqu 2 5 6.7 9.2 0.7 3.6 5.2 1.37 0.69 1.77 6 3 2 3 2 4 0 6 5 0 0
Ghana 41 East NorthEqu 2 5 7.4 10 0.8 4.1 5.9 1.35 0.69 1.69 6 2 2 7 1 5 0 5 4 0 0
Ghana 41 East NorthEqu 2 5 7.9 10.2 0.8 3.9 6.1 1.29 0.64 1.67 6 3 1 4 1 3 0 5 4 1 0
Ghana 41 East NorthEqu 2 5 7.7 11.1 0.8 4.1 6 1.44 0.68 1.85 6 2 2 5 1 4 0 5 5 0 0
Ghana 41 East NorthEqu 2 5 7.7 11 0.9 4 6 1.43 0.67 1.83 6 2 1 3 1 4 0 5 5 0 0
