Sitename Sitenum Atlantic Current longitude latitude ShellBreadth ShellHeight Columella ApertureWidth ApertureLength Proportionality Circularity Spireheight N.Telochonc.Whorls N.Protochonch.Whorls Whorl.First.Primary N.Primary.Whorls Whorl.Axial.Striae Whorl.Secondary.Groove Regularity.Secondary.Groove Whorl.Tertiary.Groove Whorl.Spiral.Striae Columella.Color Columella.Morphology
Florida 21 West GulfofMex 82 27 13.6 20.9 1.2 7.5 10.2 1.54 0.74 2.05 7 0 3 4 2 5 0 6 7 0 0
Florida 21 West GulfofMex 82 27 14.2 19.7 1.2 7.9 10.5 1.39 0.75 1.88 7 0 3 4 3 4 0 6 0 0 0
Florida 21 West GulfofMex 82 27 11.6 18.3 1 6.5 8.8 1.58 0.74 2.08 8 2 3 4 1 5 0 8 7 0 0
Jamaica 22 West Caribbean 78 18 10 14.2 0.8 5.8 8 1.42 0.73 1.78 7 3 3 4 2 5 0 7 4 0 0
Jamaica 22 West Caribbean 78 18 11.2 15.5 1 6.6 8.4 1.38 0.79 1.85 7 0 3 6 1 5 0 6 7 0 0
Jamaica 22 West Caribbean 78 18 10.8 16.3 1.2 6.5 8.4 1.51 0.77 1.94 7 2 2 4 1 5 0 7 7 0 0
Jamaica 22 West Caribbean 78 18 12.5 17.5 1.1 7.2 9.4 1.40 0.77 1.86 7 3 2 4 1 3 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 13.5 19.1 1.2 7.5 10 1.41 0.75 1.91 7 2 3 4 1 4 0 6 0 0 0
Jamaica 22 West Caribbean 78 18 12.3 18.1 1.2 7 9.5 1.47 0.74 1.91 8 0 2 2 1 4 0 8 0 0 0
Jamaica 22 West Caribbean 78 18 15.2 22.2 1.9 8.6 11.4 1.46 0.75 1.95 8 0 2 4 3 5 0 8 8 0 0
Jamaica 22 West Caribbean 78 18 14.5 19.5 1.6 8.3 11 1.34 0.75 1.77 8 2 2 3 2 5 0 7 7 0 0
Jamaica 22 West Caribbean 78 18 12.8 19.3 1.4 7.8 10.4 1.51 0.75 1.86 8 0 3 4 1 5 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 13.9 20.5 1.4 7.7 10.4 1.47 0.74 1.97 8 0 3 6 2 4 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 14.4 20.5 1.4 8.8 11 1.42 0.80 1.86 8 0 2 2 2 6 1 7 7 0 0
Jamaica 22 West Caribbean 78 18 12 18.4 1.4 7.1 9.5 1.53 0.75 1.94 8 3 3 4 1 4 0 6 4 0 0
Jamaica 22 West Caribbean 78 18 11.8 16.4 1.3 6.9 8.7 1.39 0.79 1.89 7 2 2 3 1 3 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 11.3 16.4 0.9 6.6 8.9 1.45 0.74 1.84 7 2 4 6 1 4 0 6 5 1 0
Jamaica 22 West Caribbean 78 18 12.9 19.2 1.2 7.5 10.4 1.49 0.72 1.85 8 2 3 6 2 5 0 7 7 1 0
Jamaica 22 West Caribbean 78 18 13.4 19.8 1.2 7.7 10.1 1.48 0.76 1.96 8 2 4 4 2 5 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 12.3 16.7 0.8 7.1 9.2 1.36 0.77 1.82 8 3 2 3 1 4 0 6 4 0 0
Jamaica 22 West Caribbean 78 18 13.2 19.4 1.1 7.3 9.9 1.47 0.74 1.96 7 3 3 4 2 4 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 16 23.7 1.4 9.1 11.7 1.48 0.78 2.03 7 0 3 4 2 5 0 7 0 0 0
Jamaica 22 West Caribbean 78 18 14.9 20.1 1.8 8.7 11.3 1.35 0.77 1.78 8 0 2 3 1 4 0 7 7 0 0
Jamaica 22 West Caribbean 78 18 15.2 20.2 1.4 8.5 11.5 1.33 0.74 1.76 7 2 3 4 1 4 0 7 5 0 0
Jamaica 22 West Caribbean 78 18 17.3 23.2 1.4 9.2 12.4 1.34 0.74 1.87 7 2 4 5 1 5 0 7 7 0 0
Jamaica 22 West Caribbean 78 18 14 19.7 1.4 7.4 10 1.41 0.74 1.97 7 0 1 4 1 3 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 16.6 22.4 1.2 9 11.9 1.35 0.76 1.88 6 0 2 5 1 3 0 6 4 0 0
Jamaica 22 West Caribbean 78 18 16.7 23.8 1.5 9 12.3 1.43 0.73 1.93 8 0 3 2 2 5 0 8 8 0 0
Jamaica 22 West Caribbean 78 18 16.1 21.6 1.3 8.7 11.9 1.34 0.73 1.82 7 2 3 2 2 5 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 15.5 22.6 1.5 8.4 11.2 1.46 0.75 2.02 8 0 3 1 1 4 0 7 5 0 0
Jamaica 22 West Caribbean 78 18 13.8 19.3 1.5 7.7 10.2 1.40 0.75 1.89 8 2 2 3 1 4 0 7 7 0 0
Jamaica 22 West Caribbean 78 18 13.9 19.7 1.6 8.1 10.8 1.42 0.75 1.82 7 0 3 5 2 4 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 15.3 20 1.7 8.5 11.3 1.31 0.75 1.77 7 0 3 5 1 4 0 6 6 0 0
Jamaica 22 West Caribbean 78 18 12.6 18 1.1 7.4 10.1 1.43 0.73 1.78 7 2 2 2 2 4 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 13.7 19.7 1.2 8 10.3 1.44 0.78 1.91 8 2 4 5 1 5 0 7 7 0 0
Jamaica 22 West Caribbean 78 18 15.8 22.1 1.6 8.5 11.4 1.40 0.75 1.94 8 2 3 4 1 5 0 8 6 0 0
Jamaica 22 West Caribbean 78 18 17.7 24.3 1.7 9.8 12.9 1.37 0.76 1.88 7 2 3 4 1 4 0 0 0 0 0
Jamaica 22 West Caribbean 78 18 14 19.3 1.5 7.7 10.6 1.38 0.73 1.82 7 3 3 6 1 4 0 7 5 0 0
Jamaica 22 West Caribbean 78 18 12.9 17.3 0.8 7.3 10.2 1.34 0.72 1.70 7 0 2 2 1 5 0 7 7 0 0
Jamaica 22 West Caribbean 78 18 15.2 20.5 1.6 8.3 11 1.35 0.75 1.86 7 0 3 3 2 4 0 7 7 1 0
Jamaica 22 West Caribbean 78 18 15.4 23.5 1.6 8.5 11.4 1.53 0.75 2.06 7 0 3 3 2 5 0 7 0 0 0
Jamaica 22 West Caribbean 78 18 14.9 20.2 1.1 8.1 10.7 1.36 0.76 1.89 8 3 3 2 1 5 0 8 7 0 0
Jamaica 22 West Caribbean 78 18 13.9 19.1 1.2 7.5 10.8 1.37 0.69 1.77 7 0 3 4 1 5 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 14.8 19.8 1.3 8.1 10.7 1.34 0.76 1.85 7 2 2 2 1 5 0 7 5 1 0
Jamaica 22 West Caribbean 78 18 13.7 20.2 1.2 8.5 11.1 1.47 0.77 1.82 7 3 3 5 1 4 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 16 22.1 1.4 8.9 12 1.38 0.74 1.84 6 0 1 7 1 3 1 6 5 0 0
Jamaica 22 West Caribbean 78 18 15.6 21.6 1.2 9.3 12 1.38 0.78 1.80 7 0 3 6 2 5 0 7 5 0 0
Jamaica 22 West Caribbean 78 18 15.9 22.4 1.4 8.8 12 1.41 0.73 1.87 7 0 2 3 1 4 0 6 6 0 0
Jamaica 22 West Caribbean 78 18 13.1 17.5 1.4 7.3 9.6 1.34 0.76 1.82 7 0 2 1 1 4 0 6 5 1 0
Jamaica 22 West Caribbean 78 18 13.6 18.9 1.3 7.6 10.4 1.39 0.73 1.82 7 0 3 3 1 5 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 15.9 22.3 1.7 9.3 12 1.40 0.78 1.86 7 0 3 4 3 5 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 16.1 22.1 1.5 8.8 12.1 1.37 0.73 1.83 7 0 3 4 3 4 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 15 21.4 1.4 8.3 11.7 1.43 0.71 1.83 7 0 3 4 1 4 0 7 5 0 0
Jamaica 22 West Caribbean 78 18 13 19 1.3 7.2 9.9 1.46 0.73 1.92 8 2 2 2 1 4 0 7 4 0 0
Jamaica 22 West Caribbean 78 18 14.2 20.7 1.2 8 10.8 1.46 0.74 1.92 7 0 2 3 1 4 0 7 5 0 0
Jamaica 22 West Caribbean 78 18 15.2 22 1.5 8.5 11.8 1.45 0.72 1.86 7 0 2 3 2 4 0 6 0 0 0
Jamaica 22 West Caribbean 78 18 13.2 19.2 1.4 7.8 10.5 1.45 0.74 1.83 8 0 3 3 2 5 0 7 5 1 0
Jamaica 22 West Caribbean 78 18 12.3 18.5 1.1 7 9.8 1.50 0.71 1.89 7 3 3 3 1 4 0 6 0 0 0
Jamaica 22 West Caribbean 78 18 13.3 19.1 1.2 7.8 10.6 1.44 0.74 1.80 7 0 3 9 2 4 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 15.8 21.8 1.4 8.9 12.3 1.38 0.72 1.77 7 0 2 2 2 4 0 7 0 0 0
Jamaica 22 West Caribbean 78 18 13.2 19.1 1.5 7.9 10.4 1.45 0.76 1.84 7 0 3 4 1 4 0 7 5 0 0
Jamaica 22 West Caribbean 78 18 14.1 19.8 1.7 8.5 11.1 1.40 0.77 1.78 7 2 4 3 1 5 0 7 6 0 0
Jamaica 22 West Caribbean 78 18 14.3 19.5 1.4 7.9 10.7 1.36 0.74 1.82 7 2 3 5 2 5 1 6 5 0 0
Jamaica 22 West Caribbean 78 18 13.1 18.2 1.1 7 10.1 1.39 0.69 1.80 8 2 2 3 1 5 0 8 7 0 0
Jamaica 22 West Caribbean 78 18 14.3 20.5 1.5 8.1 10.8 1.43 0.75 1.90 8 0 4 4 1 6 0 8 8 0 0
Jamaica 22 West Caribbean 78 18 15.6 21.8 1.7 8.7 11.5 1.40 0.76 1.90 7 0 3 3 1 4 0 7 0 0 0
Jamaica 22 West Caribbean 78 18 13.2 19.3 1.2 8 10.4 1.46 0.77 1.86 8 2 2 2 1 5 0 8 7 0 0
Jamaica 22 West Caribbean 78 18 12.9 17.8 1.2 7.3 9.5 1.38 0.77 1.87 7 3 2 4 1 4 0 6 7 0 0
Jamaica 22 West Caribbean 78 18 14.2 20.6 1.4 8.2 11.1 1.45 0.74 1.86 8 2 3 4 1 4 0 8 6 0 0
Jamaica 22 West Caribbean 78 18 14.4 20.7 1.3 7.9 10.5 1.44 0.75 1.97 7 0 2 2 1 4 0 6 7 0 0
Jamaica 22 West Caribbean 78 18 14.3 20.3 1.4 8.2 10.9 1.42 0.75 1.86 6 2 3 5 2 4 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 13.1 18.2 1 7.5 9.6 1.39 0.78 1.90 6 0 2 4 1 4 0 6 4 0 0
Jamaica 22 West Caribbean 78 18 10.2 14.4 1 5.9 8 1.41 0.74 1.80 7 3 2 4 1 4 0 6 7 0 0
Jamaica 22 West Caribbean 78 18 9.7 14.3 1 5.2 7.6 1.47 0.68 1.88 7 0 1 3 1 4 0 6 5 1 0
Jamaica 22 West Caribbean 78 18 9.8 13.2 1 5.8 7.7 1.35 0.75 1.71 7 3 2 3 1 4 0 6 5 1 0
Jamaica 22 West Caribbean 78 18 11.3 16.4 1.1 7 9.1 1.45 0.77 1.80 7 2 3 4 1 4 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 9.5 13.6 0.7 5.5 7.6 1.43 0.72 1.79 6 2 1 3 1 3 0 6 4 0 0
Jamaica 22 West Caribbean 78 18 7.8 11 0.7 4.3 6.3 1.41 0.68 1.75 6 3 3 4 1 4 0 6 6 0 0
Jamaica 22 West Caribbean 78 18 9 12.7 1 5.3 7.1 1.41 0.75 1.79 7 2 3 3 1 5 0 0 0 0 0
Jamaica 22 West Caribbean 78 18 8.5 11.6 1.1 5.1 6.2 1.36 0.82 1.87 7 2 3 4 1 5 0 7 0 0 0
Jamaica 22 West Caribbean 78 18 10.3 14.5 1.2 5.8 8.1 1.41 0.72 1.79 7 0 2 5 2 3 0 6 7 0 0
Jamaica 22 West Caribbean 78 18 9.8 14.3 1.1 5.8 8.2 1.46 0.71 1.74 7 2 2 4 1 4 0 7 0 0 0
Jamaica 22 West Caribbean 78 18 12.1 17.8 1.4 7.6 10 1.47 0.76 1.78 6 0 2 4 1 3 0 6 4 0 0
Jamaica 22 West Caribbean 78 18 12.8 17 1.4 7.2 9.7 1.33 0.74 1.75 7 3 2 4 1 4 0 6 5 0 0
Jamaica 22 West Caribbean 78 18 11.9 17.6 1.3 7 9 1.48 0.78 1.96 7 0 2 5 1 3 0 5 4 0 0
Jamaica 22 West Caribbean 78 18 13.7 20.8 1.3 7.9 10.6 1.52 0.75 1.96 8 0 3 3 2 5 0 8 8 0 0
Jamaica 22 West Caribbean 78 18 15 22.6 1.5 7.8 11.3 1.51 0.69 2.00 8 0 2 3 1 4 0 6 5 0 0
Nigeria 23 East NorthEqu -5 5 20.9 27.3 2.7 12.8 16 1.31 0.80 1.71 8 3 3 7 3 5 0 8 0 0 0
Nigeria 23 East NorthEqu -5 5 17.5 23.3 2 10.5 13.4 1.33 0.78 1.74 7 2 3 5 3 4 0 7 7 0 0
Nigeria 23 East NorthEqu -5 5 13.7 18.4 1.4 8.2 11.5 1.34 0.71 1.60 7 0 3 5 1 5 0 7 7 0 0
Nigeria 23 East NorthEqu -5 5 13.7 17.9 1.3 8.2 10.5 1.31 0.78 1.70 7 2 3 6 1 5 0 7 0 0 0
Senegal 24 East GulfStrea 16 13 21.4 29.4 2.3 12.2 17 1.37 0.72 1.73 7 0 3 8 3 4 0 7 7 0 0
Senegal 24 East GulfStrea 16 13 17.3 26.7 1.8 10 13.8 1.54 0.72 1.93 7 0 2 3 2 4 1 6 0 0 0
Senegal 24 East GulfStrea 16 13 18.1 26.1 1.8 10.4 14.2 1.44 0.73 1.84 7 0 2 4 1 4 0 7 6 0 0
Senegal 24 East GulfStrea 16 13 18.2 26.8 2.1 11.1 14 1.47 0.79 1.91 7 0 3 6 3 4 0 7 0 0 0
Liberia 25 East NorthEqu 10 7 20 27.2 2.1 12 16 1.36 0.75 1.70 7 0 3 8 2 4 0 6 0 0 0
Liberia 25 East NorthEqu 10 7 20.2 27.5 2.5 12.2 16.5 1.36 0.74 1.67 7 0 3 3 2 5 0 7 0 0 0
Liberia 25 East NorthEqu 10 7 18.4 24.8 2.4 10.7 14.5 1.35 0.74 1.71 7 0 2 3 1 4 0 7 7 0 0
Sleone 26 East NorthEqu 14 8 13.8 19.4 1.8 8.7 11.3 1.41 0.77 1.72 7 0 3 4 1 4 0 7 0 1 0
Sleone 27 East NorthEqu 14 8 12.7 17.2 1.3 7.5 10.3 1.35 0.73 1.67 6 0 2 7 1 5 1 6 0 0 0
Senegal 28 East GulfStrea 16 13 21.4 29.5 2.5 11.9 16.7 1.38 0.71 1.77 7 0 2 3 3 4 0 6 0 0 0
Senegal 28 East GulfStrea 16 13 21.4 32.9 2.8 13.2 17.8 1.54 0.74 1.85 7 0 4 3 4 5 0 7 0 0 0
Senegal 28 East GulfStrea 16 13 10 26.4 2.6 11.9 15.4 2.64 0.77 1.71 7 0 3 3 3 5 0 7 0 0 0
Senegal 28 East GulfStrea 16 13 18.3 24.9 2.4 11.2 14.2 1.36 0.79 1.75 7 0 2 4 1 4 0 7 7 0 0
Senegal 28 East GulfStrea 16 13 21.1 28.7 3.3 13.4 16.7 1.36 0.80 1.72 7 0 3 4 4 5 0 7 0 0 0
Senegal 28 East GulfStrea 16 13 19 27.6 2.4 11.4 16 1.45 0.71 1.73 6 0 2 4 3 4 0 6 0 0 0
Congo 29 East NorthEqu -15 -6 18.3 26.5 2.2 11.3 14.1 1.45 0.80 1.88 7 0 2 1 3 5 0 7 0 0 0
Congo 29 East NorthEqu -15 -6 17.5 22.3 2.5 10.4 13.5 1.27 0.77 1.65 7 0 3 5 2 5 0 7 0 0 0
Congo 29 East NorthEqu -15 -6 16.7 23.2 2 10 12.5 1.39 0.80 1.86 7 0 4 7 3 5 0 7 0 0 0
Congo 29 East NorthEqu -15 -6 16.6 21.4 2.2 9.8 12.9 1.29 0.76 1.66 7 0 2 4 1 4 0 7 0 0 0
Ghana 30 East NorthEqu 2 5 16.4 21.1 1.8 10 13.8 1.29 0.72 1.53 5 0 1 4 1 4 0 5 5 1 0
Ghana 30 East NorthEqu 2 5 13.9 18.1 2 8.1 11.3 1.30 0.72 1.60 6 0 1 4 1 2 0 5 6 0 0
Ghana 30 East NorthEqu 2 5 16.1 21.2 2.2 9.7 13.1 1.32 0.74 1.62 6 0 2 2 2 4 0 6 6 0 0
Ghana 30 East NorthEqu 2 5 12.8 16.1 1.4 7.5 10.4 1.26 0.72 1.55 5 0 1 6 1 3 0 5 5 0 0
Senegal 31 East GulfStrea 16 13 17.7 23.7 1.9 10.2 13.5 1.34 0.76 1.76 7 0 NA 0 0 4 0 7 7 0 0
Angola 32 East SouthEqu -14 -8 14.7 20.6 1.7 7.8 11.1 1.40 0.70 1.86 7 0 1 2 2 4 0 7 0 0 0
Angola 32 East SouthEqu -14 -8 16.2 22.3 1.7 9.2 12.7 1.38 0.72 1.76 7 0 2 5 2 4 0 7 6 0 0
Angola 33 East SouthEqu -14 -8 12.3 16.8 1.2 7.5 9.8 1.37 0.77 1.71 7 0 3 4 2 5 0 7 0 1 0
Angola 33 East SouthEqu -14 -8 11.2 15.2 1.1 6.7 8.8 1.36 0.76 1.73 7 0 1 2 2 3 0 6 5 1 0
Angola 33 East SouthEqu -14 -8 14 17.9 1.4 8.3 10.8 1.28 0.77 1.66 7 0 2 4 1 3 0 5 4 0 0
Angola 33 East SouthEqu -14 -8 12.8 16.8 1.3 7.7 10.2 1.31 0.75 1.65 7 0 1 3 1 3 0 5 4 0 0
Angola 33 East SouthEqu -14 -8 13.9 18.3 1.5 8.1 10.6 1.32 0.76 1.73 7 0 2 2 1 4 0 7 6 0 0
Angola 33 East SouthEqu -14 -8 13.2 18.1 1.4 7.2 10.2 1.37 0.71 1.77 7 0 1 4 1 3 0 5 4 0 0
Angola 33 East SouthEqu -14 -8 10.9 14.4 1.3 6.4 8.6 1.32 0.74 1.67 6 0 2 4 2 4 0 5 3 0 0
Angola 33 East SouthEqu -14 -8 11.3 15.1 1.2 6 8.9 1.34 0.67 1.70 6 3 2 4 1 4 0 6 6 0 0
Angola 33 East SouthEqu -14 -8 8.3 11 0.4 5.1 6.9 1.33 0.74 1.59 6 2 2 2 1 3 0 5 6 0 0
Congo 34 East NorthEqu -15 -6 19.2 27.1 2.3 10.9 15.2 1.41 0.72 1.78 7 0 2 3 3 4 0 7 7 0 0
Congo 34 East NorthEqu -15 -6 18.3 22.8 2.1 11.3 14.5 1.25 0.78 1.57 7 0 1 6 1 3 0 6 3 0 0
Congo 34 East NorthEqu -15 -6 16.2 22.9 2.2 10.1 13.6 1.41 0.74 1.68 7 0 1 3 1 5 1 7 7 0 0
Congo 34 East NorthEqu -15 -6 15.3 19.9 2 9.3 12.7 1.30 0.73 1.57 6 0 1 3 2 3 0 6 0 0 0
Congo 34 East NorthEqu -15 -6 16.8 22 1.7 10.2 13.2 1.31 0.77 1.67 7 0 1 2 1 4 0 6 7 0 0
Congo 34 East NorthEqu -15 -6 19.4 25.5 2.8 11.5 15.4 1.31 0.75 1.66 7 0 1 1 1 3 0 0 0 0 0
Congo 34 East NorthEqu -15 -6 13 17 1.2 7.2 10.2 1.31 0.71 1.67 6 0 1 3 1 3 0 6 0 0 0
Congo 34 East NorthEqu -15 -6 14 18.2 1.4 7.7 10.8 1.30 0.71 1.69 7 0 2 3 1 5 1 7 6 0 0
Congo 34 East NorthEqu -15 -6 11.8 15.3 1 7.4 9.9 1.30 0.75 1.55 7 0 NA 0 0 4 0 7 0 0 0
Congo 34 East NorthEqu -15 -6 12.6 17 1.4 7.8 9.9 1.35 0.79 1.72 6 0 1 2 1 4 0 6 6 1 0
Congo 34 East NorthEqu -15 -6 10.7 14 1.3 6.2 7.8 1.31 0.79 1.79 6 0 2 3 1 4 0 6 6 0 0
Congo 34 East NorthEqu -15 -6 10.5 14.6 1.3 6.4 8 1.39 0.80 1.83 7 0 3 7 3 5 0 7 5 0 0
Sleone 35 East NorthEqu 14 8 10.2 14.2 1.5 6 8.2 1.39 0.73 1.73 6 2 4 8 4 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 8 10.6 1.2 4.6 6.3 1.33 0.73 1.68 6 2 2 1 2 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 9.8 13.5 1.3 6.3 8.1 1.38 0.78 1.67 6 3 3 6 2 4 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 8.5 11.7 0.8 5 6.7 1.38 0.75 1.75 7 3 3 4 2 4 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 8 11.5 1.1 4.7 6.2 1.44 0.76 1.85 6 0 3 4 3 4 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 10.9 14.3 1.1 6 8.2 1.31 0.73 1.74 6 0 2 6 1 5 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 8.9 12.2 1.1 5 7.1 1.37 0.70 1.72 7 2 3 3 2 4 0 7 6 0 0
Sleone 35 East NorthEqu 14 8 9.4 13.3 1.2 5 7.3 1.41 0.68 1.82 7 3 3 3 2 4 0 6 7 1 0
Sleone 35 East NorthEqu 14 8 5.3 7.1 0.8 3.6 4.3 1.34 0.84 1.65 6 2 3 3 2 5 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 7.3 9.7 0.8 4.3 5.7 1.33 0.75 1.70 6 2 2 2 2 4 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 9 11.7 1.8 4.9 7.2 1.30 0.68 1.63 7 0 3 3 1 4 0 7 0 0 0
Sleone 35 East NorthEqu 14 8 8 10.6 1 4.7 6.4 1.33 0.73 1.66 6 0 2 7 1 5 0 6 5 0 0
Sleone 35 East NorthEqu 14 8 7.3 9.5 0.9 4.4 5.8 1.30 0.76 1.64 6 3 3 7 2 5 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 7.5 9.7 1 4.1 5.9 1.29 0.69 1.64 5 0 2 7 2 3 0 5 3 0 0
Sleone 35 East NorthEqu 14 8 6.5 8.7 0.7 4 5.1 1.34 0.78 1.71 6 2 3 6 1 4 0 6 5 0 0
Sleone 35 East NorthEqu 14 8 8.7 11.9 0.8 5 7 1.37 0.71 1.70 7 2 3 4 3 5 0 7 6 0 0
Sleone 35 East NorthEqu 14 8 8.7 11.5 1 5 6.8 1.32 0.74 1.69 6 2 3 6 2 5 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 8 11.7 0.8 4.2 6.4 1.46 0.66 1.83 6 0 3 3 1 4 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 7.2 9.8 0.5 3.9 5.7 1.36 0.68 1.72 6 2 3 3 1 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 6.1 8.4 0.8 3.5 4.9 1.38 0.71 1.71 5 2 3 6 2 4 0 5 5 0 0
Sleone 35 East NorthEqu 14 8 7.5 10.7 1.1 4.3 6.1 1.43 0.70 1.75 7 3 2 3 2 6 0 7 7 0 0
Sleone 35 East NorthEqu 14 8 9.4 12.7 1 9.4 7.2 1.35 1.31 1.76 7 3 3 4 2 6 0 7 7 0 0
Sleone 35 East NorthEqu 14 8 7.9 10.6 0.9 4 5.9 1.34 0.68 1.80 6 3 3 5 1 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 8.1 11.8 0.8 4.4 6.3 1.46 0.70 1.87 7 2 3 4 2 6 1 7 0 0 0
Sleone 35 East NorthEqu 14 8 6.7 9.5 0.5 4.1 5.5 1.42 0.75 1.73 6 3 3 5 2 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 7.2 10.2 0.8 4.2 5.9 1.42 0.71 1.73 6 3 3 6 1 4 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 7.5 10.5 0.6 4.3 5.7 1.40 0.75 1.84 6 2 3 5 2 4 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 7.2 10 0.7 3.9 5.7 1.39 0.68 1.75 6 3 3 6 2 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 7.4 10.3 0.7 4.3 6.2 1.39 0.69 1.66 6 3 2 3 2 4 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 3.1 3.8 0.2 1.7 2.4 1.23 0.71 1.58 4 3 2 4 1 4 0 0 4 0 0
Sleone 35 East NorthEqu 14 8 9.6 12.9 1.1 5.2 7.5 1.34 0.69 1.72 6 0 3 7 2 4 0 5 5 0 0
Sleone 35 East NorthEqu 14 8 7 9.4 0.7 3.9 5.5 1.34 0.71 1.71 5 0 2 8 1 3 0 5 4 0 0
Sleone 35 East NorthEqu 14 8 5.3 6.9 0.4 3.1 4.2 1.30 0.74 1.64 5 0 2 6 1 4 0 5 0 0 0
Sleone 35 East NorthEqu 14 8 7.5 9.7 0.6 4.1 5.8 1.29 0.71 1.67 6 2 3 7 1 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 7 9.7 0.9 3.7 5.4 1.39 0.69 1.80 5 3 3 6 2 4 0 5 0 0 0
Sleone 35 East NorthEqu 14 8 8.2 11.5 0.9 4.8 6.3 1.40 0.76 1.83 6 2 3 4 2 5 0 6 5 0 0
Sleone 35 East NorthEqu 14 8 6.7 9.2 1 3.9 5.2 1.37 0.75 1.77 6 2 3 5 1 4 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 6.4 8.3 1 3.4 5.2 1.30 0.65 1.60 6 2 3 6 3 4 0 5 4 0 0
Sleone 35 East NorthEqu 14 8 6.2 8.4 0.9 3.2 4.9 1.35 0.65 1.71 5 2 3 6 2 4 0 5 0 0 0
Sleone 35 East NorthEqu 14 8 4.1 5.3 1 2.6 3.2 1.29 0.81 1.66 5 2 3 3 1 5 1 0 5 0 0
Sleone 35 East NorthEqu 14 8 8.6 11.7 0.9 5.2 6.7 1.36 0.78 1.75 7 2 3 4 1 4 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 7.5 10 0.8 4.3 5.7 1.33 0.75 1.75 6 0 3 5 2 4 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 9.1 11.7 0.9 5 7 1.29 0.71 1.67 7 0 2 3 2 4 0 6 7 0 0
Sleone 35 East NorthEqu 14 8 7.7 11 0.8 4.6 6.1 1.43 0.75 1.80 6 3 3 5 2 4 0 6 4 0 0
Sleone 35 East NorthEqu 14 8 6.6 8.4 0.9 3.5 5.2 1.27 0.67 1.62 6 2 3 4 3 4 0 6 4 0 0
Sleone 35 East NorthEqu 14 8 6.4 8.3 0.5 3.1 5.1 1.30 0.61 1.63 6 2 3 6 3 5 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 7.9 11.2 0.9 4.7 6.5 1.42 0.72 1.72 6 2 3 5 2 4 0 6 6 0 0
Sleone 35 East NorthEqu 14 8 5.8 7.9 0.8 3.1 4.8 1.36 0.65 1.65 6 2 4 4 1 5 0 6 0 0 0
Sleone 35 East NorthEqu 14 8 3.2 4.3 0.3 1.5 2.4 1.34 0.63 1.79 4 2 2 9 2 4 0 0 4 0 0
Principe 36 East NorthEqu -8 3 6.6 8.6 0.7 4 5.3 1.30 0.75 1.62 6 0 2 4 1 4 0 6 0 0 0
Principe 36 East NorthEqu -8 3 6.8 9.2 0.6 4.1 5.4 1.35 0.76 1.70 5 2 2 7 1 3 0 0 0 0 0
Principe 36 East NorthEqu -8 3 6.1 7.7 0.5 4 4.6 1.26 0.87 1.67 6 0 2 3 3 5 0 0 5 0 0
Principe 36 East NorthEqu -8 3 4.9 6.4 0.8 3.2 4.2 1.31 0.76 1.52 5 0 2 5 2 4 0 5 5 0 0
Principe 36 East NorthEqu -8 3 4.5 5.6 0.3 2.4 3.7 1.24 0.65 1.51 5 2 2 4 1 5 1 0 0 0 0
